LootTableID;AND/OR;LuckSafe;Conditions;UseLevelGS;HWMMult;GSBonus;MaxRoll;Item1;GearScoreRange1;PerkBucketOverrides1;Item2;GearScoreRange2;PerkBucketOverrides2;Item3;GearScoreRange3;PerkOverrides3;Item4;GearScoreRange4;PerkOverrides4;Item5;GearScoreRange5;PerkOverrides5;Item6;GearScoreRange6;PerkOverrides6;Item7;GearScoreRange7;PerkOverrides7;Item8;GearScoreRange8;PerkOverrides8;Item9;GearScoreRange9;PerkOverrides9;Item10;GearScoreRange10;PerkOverrides10;Item11;GearScoreRange11;PerkOverrides11;Item12;GearScoreRange12;PerkOverrides12;Item13;GearScoreRange13;PerkOverrides13;Item14;GearScoreRange14;PerkOverrides14;Item15;GearScoreRange15;PerkOverrides15;Item16;GearScoreRange16;PerkOverrides16;Item17;GearScoreRange17;PerkOverrides17;Item18;GearScoreRange18;PerkOverrides18;Item19;GearScoreRange19;PerkOverrides19;Item20;GearScoreRange20;PerkOverrides20;Item21;GearScoreRange21;PerkOverrides21;Item22;GearScoreRange22;PerkOverrides22;Item23;GearScoreRange23;PerkOverrides23;Item24;GearScoreRange24;PerkOverrides24;Item25;GearScoreRange25;PerkOverrides25;Item26;GearScoreRange26;PerkOverrides26;Item27;GearScoreRange27;PerkOverrides27;Item28;GearScoreRange28;PerkOverrides28;Item29;GearScoreRange29;PerkOverrides29;Item30;GearScoreRange30;PerkOverrides30;Item31;GearScoreRange31;PerkOverrides31;Item32;GearScoreRange32;PerkOverrides32;Item33;GearScoreRange33;PerkOverrides33
PlaytestArmorSoldierT5Heavy;AND;;;TRUE;0;0;0;Playtest_HeavyHead_Soldier_T5;;;Playtest_HeavyChest_Soldier_T5;;;Playtest_HeavyHands_Soldier_T5;;;Playtest_HeavyLegs_Soldier_T5;;;Playtest_HeavyFeet_Soldier_T5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSoldierT5Heavy_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSoldierT5Heavy_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSoldierT5Medium;AND;;;TRUE;0;0;0;Playtest_MediumHead_Soldier_T5;;;Playtest_MediumChest_Soldier_T5;;;Playtest_MediumHands_Soldier_T5;;;Playtest_MediumLegs_Soldier_T5;;;Playtest_MediumFeet_Soldier_T5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSoldierT5Medium_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSoldierT5Medium_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSoldierT5Light;AND;;;TRUE;0;0;0;Playtest_LightHead_Soldier_T5;;;Playtest_LightChest_Soldier_T5;;;Playtest_LightHands_Soldier_T5;;;Playtest_LightLegs_Soldier_T5;;;Playtest_LightFeet_Soldier_T5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSoldierT5Light_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSoldierT5Light_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSoldierT5Trinket;AND;;;TRUE;0;0;0;Playtest_Amulet_Soldier_T5;;;Playtest_Ring_Soldier_T5;;;Playtest_Earring_Soldier_T5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSoldierT5Trinket_Qty;;;;;0;0;0;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSoldierT5Trinket_Probs;;;;;0;0;0;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorRangerT5;AND;;;;0;0;0;Playtest_Box_Armor_Ranger_T5_Heavy;;;Playtest_Box_Armor_Ranger_T5_Medium;;;Playtest_Box_Armor_Ranger_T5_Light;;;Playtest_Box_Armor_Ranger_T5_Trinket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorRangerT5_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorRangerT5_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorRangerT5Heavy;AND;;;TRUE;0;0;0;Playtest_HeavyHead_Ranger_T5;;;Playtest_HeavyChest_Ranger_T5;;;Playtest_HeavyHands_Ranger_T5;;;Playtest_HeavyLegs_Ranger_T5;;;Playtest_HeavyFeet_Ranger_T5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorRangerT5Heavy_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorRangerT5Heavy_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorRangerT5Medium;AND;;;TRUE;0;0;0;Playtest_MediumHead_Ranger_T5;;;Playtest_MediumChest_Ranger_T5;;;Playtest_MediumHands_Ranger_T5;;;Playtest_MediumLegs_Ranger_T5;;;Playtest_MediumFeet_Ranger_T5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorRangerT5Medium_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorRangerT5Medium_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorRangerT5Light;AND;;;TRUE;0;0;0;Playtest_LightHead_Ranger_T5;;;Playtest_LightChest_Ranger_T5;;;Playtest_LightHands_Ranger_T5;;;Playtest_LightLegs_Ranger_T5;;;Playtest_LightFeet_Ranger_T5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorRangerT5Light_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorRangerT5Light_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorRangerT5Trinket;AND;;;TRUE;0;0;0;Playtest_Amulet_Ranger_T5;;;Playtest_Ring_Ranger_T5;;;Playtest_Earring_Ranger_T5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorRangerT5Trinket_Qty;;;;;0;0;0;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorRangerT5Trinket_Probs;;;;;0;0;0;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorScholarT5;AND;;;;0;0;0;Playtest_Box_Armor_Scholar_T5_Heavy;;;Playtest_Box_Armor_Scholar_T5_Medium;;;Playtest_Box_Armor_Scholar_T5_Light;;;Playtest_Box_Armor_Scholar_T5_Trinket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorScholarT5_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorScholarT5_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorScholarT5Heavy;AND;;;TRUE;0;0;0;Playtest_HeavyHead_Scholar_T5;;;Playtest_HeavyChest_Scholar_T5;;;Playtest_HeavyHands_Scholar_T5;;;Playtest_HeavyLegs_Scholar_T5;;;Playtest_HeavyFeet_Scholar_T5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorScholarT5Heavy_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorScholarT5Heavy_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorScholarT5Medium;AND;;;TRUE;0;0;0;Playtest_MediumHead_Scholar_T5;;;Playtest_MediumChest_Scholar_T5;;;Playtest_MediumHands_Scholar_T5;;;Playtest_MediumLegs_Scholar_T5;;;Playtest_MediumFeet_Scholar_T5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorScholarT5Medium_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorScholarT5Medium_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorScholarT5Light;AND;;;TRUE;0;0;0;Playtest_LightHead_Scholar_T5;;;Playtest_LightChest_Scholar_T5;;;Playtest_LightHands_Scholar_T5;;;Playtest_LightLegs_Scholar_T5;;;Playtest_LightFeet_Scholar_T5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorScholarT5Light_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorScholarT5Light_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorScholarT5Trinket;AND;;;TRUE;0;0;0;Playtest_Amulet_Scholar_T5;;;Playtest_Ring_Scholar_T5;;;Playtest_Earring_Scholar_T5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorScholarT5Trinket_Qty;;;;;0;0;0;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorScholarT5Trinket_Probs;;;;;0;0;0;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSageT5;AND;;;;0;0;0;Playtest_Box_Armor_Sage_T5_Heavy;;;Playtest_Box_Armor_Sage_T5_Medium;;;Playtest_Box_Armor_Sage_T5_Light;;;Playtest_Box_Armor_Sage_T5_Trinket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSageT5_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSageT5_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSageT5Heavy;AND;;;TRUE;0;0;0;Playtest_HeavyHead_Sage_T5;;;Playtest_HeavyChest_Sage_T5;;;Playtest_HeavyHands_Sage_T5;;;Playtest_HeavyLegs_Sage_T5;;;Playtest_HeavyFeet_Sage_T5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSageT5Heavy_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSageT5Heavy_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSageT5Medium;AND;;;TRUE;0;0;0;Playtest_MediumHead_Sage_T5;;;Playtest_MediumChest_Sage_T5;;;Playtest_MediumHands_Sage_T5;;;Playtest_MediumLegs_Sage_T5;;;Playtest_MediumFeet_Sage_T5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSageT5Medium_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSageT5Medium_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSageT5Light;AND;;;TRUE;0;0;0;Playtest_LightHead_Sage_T5;;;Playtest_LightChest_Sage_T5;;;Playtest_LightHands_Sage_T5;;;Playtest_LightLegs_Sage_T5;;;Playtest_LightFeet_Sage_T5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSageT5Light_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSageT5Light_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSageT5Trinket;AND;;;TRUE;0;0;0;Playtest_Amulet_Sage_T5;;;Playtest_Ring_Sage_T5;;;Playtest_Earring_Sage_T5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSageT5Trinket_Qty;;;;;0;0;0;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSageT5Trinket_Probs;;;;;0;0;0;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSentryT5;AND;;;;0;0;0;Playtest_Box_Armor_Sentry_T5_Heavy;;;Playtest_Box_Armor_Sentry_T5_Medium;;;Playtest_Box_Armor_Sentry_T5_Light;;;Playtest_Box_Armor_Sentry_T5_Trinket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSentryT5_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSentryT5_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSentryT5Heavy;AND;;;TRUE;0;0;0;Playtest_HeavyHead_Sentry_T5;;;Playtest_HeavyChest_Sentry_T5;;;Playtest_HeavyHands_Sentry_T5;;;Playtest_HeavyLegs_Sentry_T5;;;Playtest_HeavyFeet_Sentry_T5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSentryT5Heavy_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSentryT5Heavy_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSentryT5Medium;AND;;;TRUE;0;0;0;Playtest_MediumHead_Sentry_T5;;;Playtest_MediumChest_Sentry_T5;;;Playtest_MediumHands_Sentry_T5;;;Playtest_MediumLegs_Sentry_T5;;;Playtest_MediumFeet_Sentry_T5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSentryT5Medium_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSentryT5Medium_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSentryT5Light;AND;;;TRUE;0;0;0;Playtest_LightHead_Sentry_T5;;;Playtest_LightChest_Sentry_T5;;;Playtest_LightHands_Sentry_T5;;;Playtest_LightLegs_Sentry_T5;;;Playtest_LightFeet_Sentry_T5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSentryT5Light_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSentryT5Light_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSentryT5Trinket;AND;;;TRUE;0;0;0;Playtest_Amulet_Sentry_T5;;;Playtest_Ring_Sentry_T5;;;Playtest_Earring_Sentry_T5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSentryT5Trinket_Qty;;;;;0;0;0;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestArmorSentryT5Trinket_Probs;;;;;0;0;0;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestGemsT4;AND;;;;0;0;0;OnyxCutT3;;;OpalCutT3;;;SapphireCutT3;;;RubyCutT3;;;JasperCutT3;;;EmeraldCutT3;;;MoonstoneCutT3;;;TopazCutT3;;;AmethystCutT3;;;MalachiteCutT3;;;AquamarineCutT3;;;DiamondCutT3;;;CarnelianCutT3;;;AmberCutT3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestGemsT4_Qty;;;;;0;0;0;25;;;25;;;25;;;25;;;25;;;25;;;25;;;25;;;25;;;25;;;25;;;25;;;25;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestGemsT4_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestConsumablesT4;AND;;;;0;0;0;FoodHealthRecoveryT4;;;PotionHealthT4;;;PotionManaT4;;;HoningStoneT4;;;FoodSTRT4;;;FoodDEXT4;;;FoodINTT4;;;FoodFOCT4;;;FoodCONT4;;;CoatingLostT4;;;CoatingCorruptedT4;;;CoatingAncientT4;;;CoatingAngryEarthT4;;;TinctureCorruptionT4;;;TinctureBlightT4;;;PotionRegenT4;;;GemstonedustT4;;;OakfleshbalmT4;;;Playtest_Azoth_Vial;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestConsumablesT4_Qty;;;;;0;0;0;100;;;100;;;100;;;20;;;50;;;50;;;50;;;50;;;50;;;20;;;20;;;20;;;20;;;50;;;50;;;50;;;20;;;20;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestConsumablesT4_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestToolsT4;AND;;;TRUE;0;10;0;Playtest_SkinningKnife_T4;;;Playtest_HarvestingSickle_T4;;;Playtest_LumberAxe_T4;;;Playtest_MiningPick_T4;;;Playtest_FishingPole_T4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestToolsT4_Qty;;;;;0;0;0;1;;;1;;;1;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PlaytestToolsT4_Probs;;;;;0;0;0;0;;;0;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
