TaskID;Type;FailOnCondition;StayActive;TargetQty;ItemName;ItemDropVC;ItemDropProbability;ChestDropProbability;EnforceLocationRequirement;TerritoryID;POITag;LootTag;PauseAndClearLootOnTaskComplete;AwardOnlyOnce;ShouldCheckPoints;GuranteedDropAttempts;TargetThreshold;CraftingRecipeId;CraftAnyRecipe;InteractTag;UIScreenTag;TriggerAreaType;KillEnemyType;KillEnemyWeaponID;Duration;TaskBuySellType;IsPurchaseOrEarn;IsExactMatch;UseTypeAffix;TypeAffix;UseMatAffix;MatAffix;UseMagicAffix;MagicAffix;MapMarkerMapIcon;MapMarkerTitleLocTag;MapMarkerDescriptionLocTag;MapMarkerWorldPositionX;MapMarkerWorldPositionY;MapMarkerWorldDistanceThreshold;UseLargeItemDisplay;TP_TargetTag;TP_DescriptionTag;TargetDescriptionTaskId;OverrideLocation;TP_StayComplete;IsHidden;CompletedNotificationId;GridLayout;CommunityGoalTag;HideChildren;TriggerAnalyticsEvent;SubTask1;SubTask2;SubTask3;SubTask4;SubTask5
98_M_02_d_02_container_mourning;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_M_02_ultimatewarrior_POI_Mourning;;;;;;;;;;98_M_02_d_02_01_kill_10_Ancient_ancient_ruins_mourningbridge;;;;
98_M_02_d_02_01_kill_10_Ancient_ancient_ruins_mourningbridge;TaskKillContribution;;1;10;;;0;0;true;;ancient_ruins_mourningbridge;;false;false;false;;;;;;;;Overpass;;;;;;;;;;;;;;;;;;0;;@98_M_02_ultimatewarrior_killtarget_cut_down_AI;;;;;;;;;;;;;;
98_M_02_d_03_container_foulroot;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_M_02_ultimatewarrior_POI_Foulroot;;;;;;;;;;98_M_02_d_03_01_kill_10_Corrupted_11_mine;;;;
98_M_02_d_03_01_kill_10_Corrupted_11_mine;TaskKillContribution;;1;10;;;0;0;true;11;mine;;false;false;false;;;;;;;;Wardog;;;;;;;;;;;;;;;;;;0;;@98_M_02_ultimatewarrior_killtarget_eliminate_AI;;;;;;;;;;;;;;
98_M_0304_d_00_Container_RankUp;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;98_M_0304_d_01_Reach_MarauderRank_4;98_M_0304_d_02_TaskAchievement_TrialComplete_Commander;;;
98_M_0304_d_01_Reach_MarauderRank_4;TaskHaveLevel;;1;49000;Marauder;;0;0;false;;;;false;false;true;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_M_Reach_NextMarauderRank;;;;;;;;;;;;;;
98_M_0304_d_02_TaskAchievement_TrialComplete_Commander;TaskAchievement;;1;0;marauders_faction_quest_03;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_M_0304_CompleteTrial_Commander;;;;;;;;;;;;;;
98_M_03_d_00_Container_darkvengeance;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;98_M_03_d_01_SliceSwap_RavagerSilasOff;98_M_03_d_02_TaskGoToPOITag_Dynasty_Cavern_30241;98_M_03_d_03_kill_RavagerSilas_Dynasty_Cavern_30241;;
98_M_03_d_01_SliceSwap_RavagerSilasOff;TaskUnlockAchievement;;1;1;SwapActive_MarauderRankNPC_On;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;;;;;
98_M_03_d_02_TaskGoToPOITag_Dynasty_Cavern_30241;TaskGoToPOITag;;1;0;;;0;0;true;;Dynasty_Cavern_30241;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_M_03_darkvengeance_goto_POI;;;;;;;;;;;;;;
98_M_03_d_03_kill_RavagerSilas_Dynasty_Cavern_30241;TaskKillContribution;;1;1;;;0;0;false;;Dynasty_Cavern_30241;;false;false;false;;;;;;;;Damned_GreatAxeman_M-F_Named_01;;;;;;;;;;;;;;;;;;0;;@98_M_03_darkvengeance_killtarget_defeat_AI;;;;;;;;;;;;;;
9804_S_0001_d_00_Container_RankUp;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;9804_S_0001_d_01_04FactionHandoff_Push;9804_S_0001_d_02_Reach_SyndicateRank_1;9804_S_0001_d_03_TaskAchievement_TrialComplete_Scrivener;;
9804_S_0001_d_01_04FactionHandoff_Push;TaskObjective;;1;0;0402_0401_factionhandoff;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_S_0001_RankUp_factionhandoff;;;;;;;;;;;;;;
9804_S_0001_d_02_Reach_SyndicateRank_1;TaskHaveLevel;;1;3000;Syndicate;;0;0;false;;;;false;false;true;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_S_Reach_NextSyndicateRank;;;;;;;;;;;;;;
9804_S_0001_d_03_TaskAchievement_TrialComplete_Scrivener;TaskAchievement;;1;0;syndicate_faction_quest_01;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_S_0001_CompleteTrial_Scrivener;;;;;;;;;;;;;;
9806_S_0001_d_00_Container_RankUp;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;9806_S_0001_d_01_06FactionHandoff_Push;9806_S_0001_d_02_Reach_SyndicateRank_1;9806_S_0001_d_03_TaskAchievement_TrialComplete_Scrivener;;
9806_S_0001_d_01_06FactionHandoff_Push;TaskObjective;;1;0;0602_0401_factionhandoff;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_S_0001_RankUp_factionhandoff;;;;;;;;;;;;;;
9806_S_0001_d_02_Reach_SyndicateRank_1;TaskHaveLevel;;1;3000;Syndicate;;0;0;false;;;;false;false;true;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_S_Reach_NextSyndicateRank;;;;;;;;;;;;;;
9806_S_0001_d_03_TaskAchievement_TrialComplete_Scrivener;TaskAchievement;;1;0;syndicate_faction_quest_01;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_S_0001_CompleteTrial_Scrivener;;;;;;;;;;;;;;
9809_S_0001_d_00_Container_RankUp;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;9809_S_0001_d_01_09FactionHandoff_Push;9809_S_0001_d_02_Reach_SyndicateRank_1;9809_S_0001_d_03_TaskAchievement_TrialComplete_Scrivener;;
9809_S_0001_d_01_09FactionHandoff_Push;TaskObjective;;1;0;0902_0401_factionhandoff;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_S_0001_RankUp_factionhandoff;;;;;;;;;;;;;;
9809_S_0001_d_02_Reach_SyndicateRank_1;TaskHaveLevel;;1;3000;Syndicate;;0;0;false;;;;false;false;true;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_S_Reach_NextSyndicateRank;;;;;;;;;;;;;;
9809_S_0001_d_03_TaskAchievement_TrialComplete_Scrivener;TaskAchievement;;1;0;syndicate_faction_quest_01;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_S_0001_CompleteTrial_Scrivener;;;;;;;;;;;;;;
9812_S_0001_d_00_Container_RankUp;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;9812_S_0001_d_01_12FactionHandoff_Push;9812_S_0001_d_02_Reach_SyndicateRank_1;9812_S_0001_d_03_TaskAchievement_TrialComplete_Scrivener;;
9812_S_0001_d_01_12FactionHandoff_Push;TaskObjective;;1;0;1202_0403_factionhandoff;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_S_0001_RankUp_factionhandoff;;;;;;;;;;;;;;
9812_S_0001_d_02_Reach_SyndicateRank_1;TaskHaveLevel;;1;3000;Syndicate;;0;0;false;;;;false;false;true;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_S_Reach_NextSyndicateRank;;;;;;;;;;;;;;
9812_S_0001_d_03_TaskAchievement_TrialComplete_Scrivener;TaskAchievement;;1;0;syndicate_faction_quest_01;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_S_0001_CompleteTrial_Scrivener;;;;;;;;;;;;;;
98_S_01_d_00_Container_theexperiment;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;98_S_01_d_00_giveItem_1_PKTraceAbsorberA;98_S_01_d_01_TaskGoToPOITag_abandoned_village_40258;98_S_01_d_02_Interact_PKTraceAbsorberA_abandoned_village_40258;98_S_01_d_03_kill_GheistMalikor_abandoned_village_40258;98_S_01_d_04_Interact_PKTraceAbsorberB_abandoned_village_40258
98_S_01_d_00_giveItem_1_PKTraceAbsorberA;TaskGiveItem;;0;1;9801_0101_PKTraceAbsorberA;;100;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;;;;;
98_S_01_d_01_TaskGoToPOITag_abandoned_village_40258;TaskGoToPOITag;;1;0;;;0;0;true;;abandoned_village_40258;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_S_01_theexperiment_goto_POI;;;;;;;;;;;;;;
98_S_01_d_02_Interact_PKTraceAbsorberA_abandoned_village_40258;TaskGameEvent;;1;1;;;0;0;false;;abandoned_village_40258;;false;false;false;;;;;IO_9801_PKTraceAbsorberA;;;9801_PKTraceAbsorberA_interact;;;;;;;;;;;;;;;;;;0;;@98_S_01_theexperiment_place_IO;;9208.266 5319.667 151.535;;;;;;;;;;;;
98_S_01_d_03_kill_GheistMalikor_abandoned_village_40258;TaskKillContribution;;1;1;;;0;0;false;;abandoned_village_40258;;false;false;false;;;;;;;;Ghost_Shipwrecked_Named_04;;;;;;;;;;;;;;;;;;0;;@98_S_01_theexperiment_killtarget_eliminate_AI;;;;;;;;;;;;;;
98_S_01_d_04_Interact_PKTraceAbsorberB_abandoned_village_40258;TaskGatherAndReturnItems;;1;1;9801_0101_PKTraceAbsorberB;9801_PKTraceAbsorberB;100;0;true;;abandoned_village_40258;;false;false;false;;;;;IO_9801_PKTraceAbsorberB;;;9801_PKTraceAbsorberB_interact;;;;;;;;;;;;;;;;;;0;;@98_S_01_theexperiment_collect_IO;;9208.266 5319.667 151.535;1;;;;;;;;;;;
98_S_0102_d_00_Container_RankUp;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;98_S_0102_d_01_Reach_SyndicateRank_2;98_S_0102_d_02_TaskAchievement_TrialComplete_Chronicler;;;
98_S_0102_d_01_Reach_SyndicateRank_2;TaskHaveLevel;;1;11000;Syndicate;;0;0;false;;;;false;false;true;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_S_Reach_NextSyndicateRank;;;;;;;;;;;;;;
98_S_0102_d_02_TaskAchievement_TrialComplete_Chronicler;TaskAchievement;;1;0;syndicate_faction_quest_01b;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_S_0102_CompleteTrial_Chronicler;;;;;;;;;;;;;;
98_S_01b_d_00_Container_fenscholar;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;98_S_01b_d_01_container_swampwater;98_S_01b_d_02_container_anglers;98_S_01b_d_03_container_fenton;;
98_S_01b_d_01_container_swampwater;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_MSC_01b_POI_Swampwater;;;;;;;;;;98_S_01b_d_01_01_TaskHaveAndReturnItems_10_LostFleshA_infested_village_40160;;;;
98_S_01b_d_01_01_TaskHaveAndReturnItems_10_LostFleshA_infested_village_40160;TaskHaveAndReturnItems;;1;10;9801_0102_LostFlesh;Swampwater;100;0;false;;abandoned_fishing_village_50209;;true;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_S_01b_fenscholar_harvest_item_from_target;;;;;;;;;;;;;;
98_S_01b_d_02_container_anglers;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_MSC_01b_POI_AnglersDoom;;;;;;;;;;98_S_01b_d_02_01_TaskHaveAndReturnItems_10_LostFleshB_infested_village_40160;;;;
98_S_01b_d_02_01_TaskHaveAndReturnItems_10_LostFleshB_infested_village_40160;TaskHaveAndReturnItems;;1;10;9801_0102_LostBones;Fenwallow;100;0;true;;abandoned_fishing_village_50207;;true;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_S_01b_fenscholar_harvest_item_from_target;;;;;;;;;;;;;;
98_S_01b_d_03_container_fenton;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_MSC_01b_POI_FentonHamlet;;;;;;;;;;98_S_01b_d_03_01_TaskHaveAndReturnItems_10_LostFleshC_infested_village_40160;;;;
98_S_01b_d_03_01_TaskHaveAndReturnItems_10_LostFleshC_infested_village_40160;TaskHaveAndReturnItems;;1;10;9801_0102_LostHairs;Fenton;100;0;false;;haunted_town_50216;;true;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_S_01b_fenscholar_harvest_item_from_target;;;;;;;;;;;;;;
98_S_0203_d_00_Container_RankUp;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;98_S_0203_d_01_Reach_SyndicateRank_3;98_S_0203_d_02_TaskAchievement_TrialComplete_Cabalist;;;
98_S_0203_d_01_Reach_SyndicateRank_3;TaskHaveLevel;;1;26000;Syndicate;;0;0;false;;;;false;false;true;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_S_Reach_NextSyndicateRank;;;;;;;;;;;;;;
98_S_0203_d_02_TaskAchievement_TrialComplete_Cabalist;TaskAchievement;;1;0;syndicate_faction_quest_02;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_S_0203_CompleteTrial_Cabalist;;;;;;;;;;;;;;
98_S_02_d_00_Container_necromanticchemistry;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;98_S_02_d_00_giveItem_6_PKTraceAbsorberA;98_S_02_d_01_container_pktraceabsorbers;;;
98_S_02_d_00_giveItem_6_PKTraceAbsorberA;TaskGiveItem;;0;6;9801_0101_PKTraceAbsorberA;;100;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;;;;;
98_S_02_d_01_container_pktraceabsorbers;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_S_02_necromanticchemistry_place_item_in;;;;;;;;;;98_S_02_d_01_01_Interact_PKTraceAbsorberA_11_ancient_pier;98_S_02_d_01_02_container_cutthroat;98_S_02_d_01_03_container_pueblo;98_S_02_d_01_04_Interact_PKTraceAbsorberA_cave_60337;
98_S_02_d_01_01_Interact_PKTraceAbsorberA_11_ancient_pier;TaskGameEvent;;1;1;;;0;0;true;11;ancient_pier;;false;false;false;;;;;IO_9801_PKTraceAbsorberA;;;9801_PKTraceAbsorberA_interact;;;;;;;;;;;;;;;;;;0;;@98_S_02_necromanticchemistry_placement_presage;;14184.936 7787.398 55.477;1;;;;;;;;;;;
98_S_02_d_01_02_container_cutthroat;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;98_S_02_d_01_02_01_Interact_PKTraceAbsorberA_shipwreck_eastbayshipwreck_60302;98_S_02_d_01_02_02_Interact_PKTraceAbsorberA_shipwreck_eastbayshipwreck_60302;;;
98_S_02_d_01_02_01_Interact_PKTraceAbsorberA_shipwreck_eastbayshipwreck_60302;TaskGameEvent;;1;2;;;0;0;true;;shipwreck_eastbayshipwreck_60302;;false;false;false;;;;;IO_9801_PKTraceAbsorberA;;;9801_PKTraceAbsorberA_interact;;;;;;;;;;;;;;;;;;0;;@98_S_02_necromanticchemistry_placement_cutthroats;;13923.633 6545.802 40.383;1;;;;;;;;;;;
98_S_02_d_01_02_02_Interact_PKTraceAbsorberA_shipwreck_eastbayshipwreck_60302;TaskGameEvent;;1;2;;;0;0;true;;shipwreck_eastbayshipwreck_60302;;false;false;false;;;;;IO_9801_PKTraceAbsorberA;;;9801_PKTraceAbsorberA_interact;;;;;;;;;;;;;;;;;;0;;;;13919.087 6688.541 40.878;1;1;;;;;;;;;;
98_S_02_d_01_03_container_pueblo;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;98_S_02_d_01_03_01_Interact_PKTraceAbsorberA_abandoned_homestead_highpoint_60303;98_S_02_d_01_03_02_Interact_PKTraceAbsorberA_abandoned_homestead_highpoint_60303;;;
98_S_02_d_01_03_01_Interact_PKTraceAbsorberA_abandoned_homestead_highpoint_60303;TaskGameEvent;;1;2;;;0;0;true;;abandoned_homestead_highpoint_60303;;false;false;false;;;;;IO_9801_PKTraceAbsorberA;;;9801_PKTraceAbsorberA_interact;;;;;;;;;;;;;;;;;;0;;@98_S_02_necromanticchemistry_placement_pueblo;;13442.686 7550.906 181.928;1;;;;;;;;;;;
98_S_02_d_01_03_02_Interact_PKTraceAbsorberA_abandoned_homestead_highpoint_60303;TaskGameEvent;;1;2;;;0;0;true;;abandoned_homestead_highpoint_60303;;false;false;false;;;;;IO_9801_PKTraceAbsorberA;;;9801_PKTraceAbsorberA_interact;;;;;;;;;;;;;;;;;;0;;;;13477.307 7684.157 203.721;1;1;;;;;;;;;;
98_S_02_d_01_04_Interact_PKTraceAbsorberA_cave_60337;TaskGameEvent;;1;1;;;0;0;true;;cave_60337;;false;false;false;;;;;IO_9801_PKTraceAbsorberA;;;9801_PKTraceAbsorberA_interact;;;;;;;;;;;;;;;;;;0;;@98_S_02_necromanticchemistry_placement_sorrowsilt;;12378.800 6293.910 192.838;1;;;;;;;;;;;
98_S_0304_d_00_Container_RankUp;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;98_S_0304_d_01_Reach_SyndicateRank_4;98_S_0304_d_02_TaskAchievement_TrialComplete_Alchemist;;;
98_S_0304_d_01_Reach_SyndicateRank_4;TaskHaveLevel;;1;49000;Syndicate;;0;0;false;;;;false;false;true;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_S_Reach_NextSyndicateRank;;;;;;;;;;;;;;
98_S_0304_d_02_TaskAchievement_TrialComplete_Alchemist;TaskAchievement;;1;0;syndicate_faction_quest_03;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_S_0304_CompleteTrial_Alchemist;;;;;;;;;;;;;;
98_S_03_d_00_Container_lostnotlost;SimpleTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;98_S_03_d_00_SliceSwap_AlchemistKrockesOff;98_S_03_d_00_giveItem_1_PKTraceAbsorberA;98_S_03_d_01_container_mosswater;;
98_S_03_d_00_SliceSwap_AlchemistKrockesOff;TaskUnlockAchievement;;1;1;SwapActive_SyndicateRankNPC_On;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;;;;;
98_S_03_d_00_giveItem_1_PKTraceAbsorberA;TaskGiveItem;;0;1;9801_0101_PKTraceAbsorberA;;100;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;;;;;
98_S_03_d_01_container_mosswater;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;98_S_03_d_01_01_TaskGoToPOITag_abandoned_fishing_village_50106;98_S_03_d_01_02_Interact_PKTraceAbsorberA_abandoned_fishing_village_50106;98_S_03_d_01_03_kill_AlchemistKrockes_abandoned_fishing_village_50106;98_S_03_d_01_04_Interact_PKTraceAbsorberB_abandoned_fishing_village_50106;98_S_03_d_01_05_container_fishers
98_S_03_d_01_01_TaskGoToPOITag_abandoned_fishing_village_50106;TaskGoToPOITag;;1;0;;;0;0;true;;abandoned_fishing_village_50106;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_S_03_lostnotlost_goto_POI;;;;;;;;;;;;;;
98_S_03_d_01_02_Interact_PKTraceAbsorberA_abandoned_fishing_village_50106;TaskGameEvent;;1;1;;;0;0;false;;abandoned_fishing_village_50106;;false;false;false;;;;;IO_9801_PKTraceAbsorberA;;;9801_PKTraceAbsorberA_interact;;;;;;;;;;;;;;;;;;0;;@98_S_03_lostnotlost_place_IO;;10368.695 3353.858 107.672;1;;;;;;;;;;;
98_S_03_d_01_03_kill_AlchemistKrockes_abandoned_fishing_village_50106;TaskKillContribution;;1;1;;;0;0;false;;abandoned_fishing_village_50106;;false;false;false;;;;;;;;Undead_Hunter_Named_09;;;;;;;;;;;;;;;;;;0;;@98_S_03_lostnotlost_killtarget_defeat_AI;;;;;;;;;;;;;;
98_S_03_d_01_04_Interact_PKTraceAbsorberB_abandoned_fishing_village_50106;TaskGatherItems;;1;1;9801_0101_PKTraceAbsorberB;9801_PKTraceAbsorberB;100;0;true;;abandoned_fishing_village_50106;;false;false;false;;;;;IO_9801_PKTraceAbsorberB;;;9801_PKTraceAbsorberB_interact;;;;;;;;;;;;;;;;;;0;;@98_S_03_lostnotlost_collect_IO;;10368.695 3353.858 107.672;1;;;;;;;;;;;
98_S_03_d_01_05_container_fishers;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;98_S_03_d_01_05_01_TaskGoToPOITag_Overgrown_Village_50133;98_S_03_d_01_05_02_Interact_DryadTerminusPool_Overgrown_Village_50133;;;
98_S_03_d_01_05_01_TaskGoToPOITag_Overgrown_Village_50133;TaskGoToPOITag;;1;0;;;0;0;true;;Overgrown_Village_50133;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_S_03_lostnotlost_goto_POI;;;;;;;;;;;;;;
98_S_03_d_01_05_02_Interact_DryadTerminusPool_Overgrown_Village_50133;TaskGameEvent;;1;1;;;0;0;false;;Overgrown_Village_50133;;false;false;false;;;;;IO_9802_DryadTerminusPool;;;9802_DryadTerminusPool_interact;;;;;;;;;;;;;;;;;;0;;@98_S_03_lostnotlost_destroy_item;;10627.312 2736.804 76.079;1;;;;;;;;;;;
9804_C_0001_d_00_Container_RankUp;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;9804_C_0001_d_01_04FactionHandoff_Push;9804_C_0001_d_02_Reach_CovenantRank_1;9804_C_0001_d_03_TaskAchievement_TrialComplete_Templar;;
9804_C_0001_d_01_04FactionHandoff_Push;TaskObjective;;1;0;0402_0401_factionhandoff;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_C_0001_RankUp_factionhandoff;;;;;;;;;;;;;;
9804_C_0001_d_02_Reach_CovenantRank_1;TaskHaveLevel;;1;3000;Covenant;;0;0;false;;;;false;false;true;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_C_Reach_NextCovenantRank;;;;;;;;;;;;;;
9804_C_0001_d_03_TaskAchievement_TrialComplete_Templar;TaskAchievement;;1;0;covenant_faction_quest_01;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_C_0001_CompleteTrial_Templar;;;;;;;;;;;;;;
9806_C_0001_d_00_Container_RankUp;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;9806_C_0001_d_01_06FactionHandoff_Push;9806_C_0001_d_02_Reach_CovenantRank_1;9806_C_0001_d_03_TaskAchievement_TrialComplete_Templar;;
9806_C_0001_d_01_06FactionHandoff_Push;TaskObjective;;1;0;0602_0401_factionhandoff;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_C_0001_RankUp_factionhandoff;;;;;;;;;;;;;;
9806_C_0001_d_02_Reach_CovenantRank_1;TaskHaveLevel;;1;3000;Covenant;;0;0;false;;;;false;false;true;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_C_Reach_NextCovenantRank;;;;;;;;;;;;;;
9806_C_0001_d_03_TaskAchievement_TrialComplete_Templar;TaskAchievement;;1;0;covenant_faction_quest_01;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_C_0001_CompleteTrial_Templar;;;;;;;;;;;;;;
9809_C_0001_d_00_Container_RankUp;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;9809_C_0001_d_01_09FactionHandoff_Push;9809_C_0001_d_02_Reach_CovenantRank_1;9809_C_0001_d_03_TaskAchievement_TrialComplete_Templar;;
9809_C_0001_d_01_09FactionHandoff_Push;TaskObjective;;1;0;0902_0401_factionhandoff;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_C_0001_RankUp_factionhandoff;;;;;;;;;;;;;;
9809_C_0001_d_02_Reach_CovenantRank_1;TaskHaveLevel;;1;3000;Covenant;;0;0;false;;;;false;false;true;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_C_Reach_NextCovenantRank;;;;;;;;;;;;;;
9809_C_0001_d_03_TaskAchievement_TrialComplete_Templar;TaskAchievement;;1;0;covenant_faction_quest_01;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_C_0001_CompleteTrial_Templar;;;;;;;;;;;;;;
9812_C_0001_d_00_Container_RankUp;ConsecutiveTaskContainer;;0;0;;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;9812_C_0001_d_01_12FactionHandoff_Push;9812_C_0001_d_02_Reach_CovenantRank_1;9812_C_0001_d_03_TaskAchievement_TrialComplete_Templar;;
9812_C_0001_d_01_12FactionHandoff_Push;TaskObjective;;1;0;1202_0403_factionhandoff;;0;0;false;;;;false;false;false;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_C_0001_RankUp_factionhandoff;;;;;;;;;;;;;;
9812_C_0001_d_02_Reach_CovenantRank_1;TaskHaveLevel;;1;3000;Covenant;;0;0;false;;;;false;false;true;;;;;;;;;;;;;;;;;;;;;;;;;;0;;@98_C_Reach_NextCovenantRank;;;;;;;;;;;;;;
