TaskID;Type;FailOnCondition;StayActive;TargetQty;ItemName;ItemDropVC;ItemDropProbability;ChestDropProbability;UseGlobalStorage;EnforceLocationRequirement;TerritoryID;POITag;GameModeID;LootTag;PauseAndClearLootOnTaskComplete;AwardOnlyOnce;ShouldCheckPoints;GuranteedDropAttempts;TargetThreshold;CraftingRecipeId;CraftAnyRecipe;InteractTag;UIScreenTag;TriggerAreaType;KillEnemyType;KillEnemyWeaponID;Duration;TaskBuySellType;IsPurchaseOrEarn;IsExactMatch;UseTypeAffix;TypeAffix;UseMatAffix;MatAffix;UseMagicAffix;MagicAffix;MapMarkerMapIcon;MapMarkerTitleLocTag;MapMarkerDescriptionLocTag;MapMarkerWorldPositionX;MapMarkerWorldPositionY;MapMarkerWorldDistanceThreshold;UseLargeItemDisplay;TP_TargetTag;TP_DescriptionTag;TargetDescriptionTaskId;OverrideLocation;TP_StayComplete;IsHidden;CompletedNotificationId;GridLayout;CommunityGoalTag;HideChildren;TriggerAnalyticsEvent;SubTask1;SubTask2;SubTask3;SubTask4;SubTask5
FM_1405_leg_B_task;TaskKillContribution;;0;8;;;0;0;false;true;;crater_malice_50327;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_1405_leg_C_task;TaskKillContribution;;0;6;;;0;0;false;true;;crater_feralhaven_50312;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_1406_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_1406_tasks_first_container;M_ReturnToGiver;;;
FM_1406_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_1406_leg_A_task;FM_1406_leg_B_task;FM_1406_leg_C_task;;
FM_1406_leg_A_task;TaskKillContribution;;0;6;;;0;0;false;true;;crater_feralhaven_50312;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_1406_leg_B_task;TaskKillContribution;;0;4;;;0;0;false;true;;crater_mysticfen_50317;;;true;false;;0;;;;;;;Beast;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_1406_leg_C_task;TaskKillContribution;;0;3;;;0;0;false;true;;crater_mysticbridge_50367;;;true;false;;0;;;;;;;Blighted;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_1407_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_1407_tasks_first_container;M_ReturnToGiver;;;
FM_1407_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_1407_leg_A_task;FM_1407_leg_B_task;FM_1407_leg_C_task;;
FM_1407_leg_A_task;TaskKillContribution;;0;6;;;0;0;false;true;;crater_brutalviewsite_50311;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_1407_leg_B_task;TaskKillContribution;;0;8;;;0;0;false;true;;crater_brutalsummit_50309;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_1407_leg_C_task;TaskKillContribution;;0;8;;;0;0;false;true;;crater_spite_50326;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_1408_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_1408_tasks_first_container;M_ReturnToGiver;;;
FM_1408_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_1408_leg_A_task;FM_1408_leg_B_task;FM_1408_leg_C_task;;
FM_1408_leg_A_task;TaskKillContribution;;0;8;;;0;0;false;true;;crater_blightedvillage_50382;;;true;false;;0;;;;;;;Blighted;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_1408_leg_B_task;TaskKillContribution;;0;3;;;0;0;false;true;;crater_mysticgrove_50318;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_1408_leg_C_task;TaskKillContribution;;0;4;;;0;0;false;true;;crater_malevolence_50325;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_1409_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_1409_tasks_first_container;M_ReturnToGiver;;;
FM_1409_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_1409_leg_A_task;FM_1409_leg_B_task;FM_1409_leg_C_task;;
FM_1409_leg_A_task;TaskKillContribution;;0;4;;;0;0;false;true;;crater_brutalrest_50308;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_1409_leg_B_task;TaskKillContribution;;0;1;;;0;0;false;true;;crater_mysticbridgetower_50368;;;true;false;;0;;;;;;;Dryad_Beast_Named_00;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_1409_leg_C_task;TaskKillContribution;;0;3;;;0;0;false;true;;crater_blightedcave_50320;;;true;false;;0;;;;;;;Blighted;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_1410_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_1410_tasks_first_container;M_ReturnToGiver;;;
FM_1410_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_1410_leg_A_task;FM_1410_leg_B_task;FM_1410_leg_C_task;;
FM_1410_leg_A_task;TaskKillContribution;;0;8;;;0;0;false;true;;crater_malice_50327;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_1410_leg_B_task;TaskKillContribution;;0;8;;;0;0;false;true;;crater_spite_50326;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_1410_leg_C_task;TaskKillContribution;;0;4;;;0;0;false;true;;crater_malevolence_50325;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_S_1401_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_S_1401_tasks_first_container;M_ReturnToGiver;;;
FM_S_1401_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_S_1401_leg_A_task;FM_S_1401_leg_B_task;FM_S_1401_leg_C_task;;
FM_S_1401_leg_A_task;TaskKillContribution;;0;8;;;0;0;false;true;;crater_blightedvillage_50343;;;true;false;;0;;;;;;;Blighted;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_S_1401_leg_B_task;TaskKillContribution;;0;4;;;0;0;false;true;;crater_blightedvillage_50353;;;true;false;;0;;;;;;;Blighted;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_S_1401_leg_C_task;TaskKillContribution;;0;1;;;0;0;false;true;;crater_feyruins_50354;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_S_1402_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_S_1402_tasks_first_container;M_ReturnToGiver;;;
FM_S_1402_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_S_1402_leg_A_task;FM_S_1402_leg_B_task;FM_S_1402_leg_C_task;;
FM_S_1402_leg_A_task;TaskKillContribution;;0;4;;;0;0;false;true;;crater_feralarchway_50342;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_S_1402_leg_B_task;TaskKillContribution;;0;8;;;0;0;false;true;;crater_feralledge_50313;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_S_1402_leg_C_task;TaskKillContribution;;0;8;;;0;0;false;true;;crater_feralaqueduct_50356;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_S_1403_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_S_1403_tasks_first_container;M_ReturnToGiver;;;
FM_S_1403_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_S_1403_leg_A_task;FM_S_1403_leg_B_task;FM_S_1403_leg_C_task;;
FM_S_1403_leg_A_task;TaskKillContribution;;0;6;;;0;0;false;true;;crater_corruptedminecamp_50339;;;true;false;;0;;;;;;;Corrupted;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_S_1403_leg_B_task;TaskKillContribution;;0;8;;;0;0;false;true;;crater_corruptedminewest_50332;;;true;false;;0;;;;;;;Corrupted;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_S_1403_leg_C_task;TaskKillContribution;;0;8;;;0;0;false;true;;crater_corruptedmineeast_50333;;;true;false;;0;;;;;;;Corrupted;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_S_1404_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_S_1404_tasks_first_container;M_ReturnToGiver;;;
FM_S_1404_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_S_1404_leg_A_task;FM_S_1404_leg_B_task;FM_S_1404_leg_C_task;;
FM_S_1404_leg_A_task;TaskKillContribution;;0;8;;;0;0;false;true;;crater_brutalthicket_50310;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_S_1404_leg_B_task;TaskKillContribution;;0;8;;;0;0;false;true;;crater_brutalreach_50307;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_S_1404_leg_C_task;TaskKillContribution;;0;4;;;0;0;false;true;;crater_brutaloffering_50330;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_S_1405_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_S_1405_tasks_first_container;M_ReturnToGiver;;;
FM_S_1405_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_S_1405_leg_A_task;FM_S_1405_leg_B_task;FM_S_1405_leg_C_task;;
FM_S_1405_leg_A_task;TaskKillContribution;;0;1;;;0;0;false;true;;crater_feralruins_50375;;;true;false;;0;;;;;;;Dryad_Shaman_Named_03;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_S_1405_leg_B_task;TaskKillContribution;;0;8;;;0;0;false;true;;crater_malice_50327;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_S_1405_leg_C_task;TaskKillContribution;;0;6;;;0;0;false;true;;crater_feralhaven_50312;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_S_1406_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_S_1406_tasks_first_container;M_ReturnToGiver;;;
FM_S_1406_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_S_1406_leg_A_task;FM_S_1406_leg_B_task;FM_S_1406_leg_C_task;;
FM_S_1406_leg_A_task;TaskKillContribution;;0;6;;;0;0;false;true;;crater_feralhaven_50312;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_S_1406_leg_B_task;TaskKillContribution;;0;4;;;0;0;false;true;;crater_mysticfen_50317;;;true;false;;0;;;;;;;Beast;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_S_1406_leg_C_task;TaskKillContribution;;0;3;;;0;0;false;true;;crater_mysticbridge_50367;;;true;false;;0;;;;;;;Blighted;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_S_1407_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_S_1407_tasks_first_container;M_ReturnToGiver;;;
FM_S_1407_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_S_1407_leg_A_task;FM_S_1407_leg_B_task;FM_S_1407_leg_C_task;;
FM_S_1407_leg_A_task;TaskKillContribution;;0;6;;;0;0;false;true;;crater_brutalviewsite_50311;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_S_1407_leg_B_task;TaskKillContribution;;0;8;;;0;0;false;true;;crater_brutalsummit_50309;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_S_1407_leg_C_task;TaskKillContribution;;0;8;;;0;0;false;true;;crater_spite_50326;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_S_1408_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_S_1408_tasks_first_container;M_ReturnToGiver;;;
FM_S_1408_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_S_1408_leg_A_task;FM_S_1408_leg_B_task;FM_S_1408_leg_C_task;;
FM_S_1408_leg_A_task;TaskKillContribution;;0;8;;;0;0;false;true;;crater_blightedvillage_50382;;;true;false;;0;;;;;;;Blighted;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_S_1408_leg_B_task;TaskKillContribution;;0;3;;;0;0;false;true;;crater_mysticgrove_50318;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_S_1408_leg_C_task;TaskKillContribution;;0;4;;;0;0;false;true;;crater_malevolence_50325;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_S_1409_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_S_1409_tasks_first_container;M_ReturnToGiver;;;
FM_S_1409_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_S_1409_leg_A_task;FM_S_1409_leg_B_task;FM_S_1409_leg_C_task;;
FM_S_1409_leg_A_task;TaskKillContribution;;0;4;;;0;0;false;true;;crater_brutalrest_50308;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_S_1409_leg_B_task;TaskKillContribution;;0;1;;;0;0;false;true;;crater_mysticbridgetower_50368;;;true;false;;0;;;;;;;Dryad_Beast_Named_00;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_S_1409_leg_C_task;TaskKillContribution;;0;3;;;0;0;false;true;;crater_blightedcave_50320;;;true;false;;0;;;;;;;Blighted;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_S_1410_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_S_1410_tasks_first_container;M_ReturnToGiver;;;
FM_S_1410_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_S_1410_leg_A_task;FM_S_1410_leg_B_task;FM_S_1410_leg_C_task;;
FM_S_1410_leg_A_task;TaskKillContribution;;0;8;;;0;0;false;true;;crater_malice_50327;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_S_1410_leg_B_task;TaskKillContribution;;0;8;;;0;0;false;true;;crater_spite_50326;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_S_1410_leg_C_task;TaskKillContribution;;0;4;;;0;0;false;true;;crater_malevolence_50325;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_C_1401_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_C_1401_tasks_first_container;M_ReturnToGiver;;;
FM_C_1401_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_C_1401_leg_A_task;FM_C_1401_leg_B_task;FM_C_1401_leg_C_task;;
FM_C_1401_leg_A_task;TaskKillContribution;;0;8;;;0;0;false;true;;crater_blightedvillage_50343;;;true;false;;0;;;;;;;Blighted;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_C_1401_leg_B_task;TaskKillContribution;;0;4;;;0;0;false;true;;crater_blightedvillage_50353;;;true;false;;0;;;;;;;Blighted;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_C_1401_leg_C_task;TaskKillContribution;;0;1;;;0;0;false;true;;crater_feyruins_50354;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_C_1402_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_C_1402_tasks_first_container;M_ReturnToGiver;;;
FM_C_1402_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_C_1402_leg_A_task;FM_C_1402_leg_B_task;FM_C_1402_leg_C_task;;
FM_C_1402_leg_A_task;TaskKillContribution;;0;4;;;0;0;false;true;;crater_feralarchway_50342;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_C_1402_leg_B_task;TaskKillContribution;;0;8;;;0;0;false;true;;crater_feralledge_50313;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_C_1402_leg_C_task;TaskKillContribution;;0;8;;;0;0;false;true;;crater_feralaqueduct_50356;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_C_1403_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_C_1403_tasks_first_container;M_ReturnToGiver;;;
FM_C_1403_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_C_1403_leg_A_task;FM_C_1403_leg_B_task;FM_C_1403_leg_C_task;;
FM_C_1403_leg_A_task;TaskKillContribution;;0;6;;;0;0;false;true;;crater_corruptedminecamp_50339;;;true;false;;0;;;;;;;Corrupted;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_C_1403_leg_B_task;TaskKillContribution;;0;8;;;0;0;false;true;;crater_corruptedminewest_50332;;;true;false;;0;;;;;;;Corrupted;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_C_1403_leg_C_task;TaskKillContribution;;0;8;;;0;0;false;true;;crater_corruptedmineeast_50333;;;true;false;;0;;;;;;;Corrupted;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_C_1404_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_C_1404_tasks_first_container;M_ReturnToGiver;;;
FM_C_1404_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_C_1404_leg_A_task;FM_C_1404_leg_B_task;FM_C_1404_leg_C_task;;
FM_C_1404_leg_A_task;TaskKillContribution;;0;8;;;0;0;false;true;;crater_brutalthicket_50310;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_C_1404_leg_B_task;TaskKillContribution;;0;8;;;0;0;false;true;;crater_brutalreach_50307;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_C_1404_leg_C_task;TaskKillContribution;;0;4;;;0;0;false;true;;crater_brutaloffering_50330;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_C_1405_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_C_1405_tasks_first_container;M_ReturnToGiver;;;
FM_C_1405_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_C_1405_leg_A_task;FM_C_1405_leg_B_task;FM_C_1405_leg_C_task;;
FM_C_1405_leg_A_task;TaskKillContribution;;0;1;;;0;0;false;true;;crater_feralruins_50375;;;true;false;;0;;;;;;;Dryad_Shaman_Named_03;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_C_1405_leg_B_task;TaskKillContribution;;0;8;;;0;0;false;true;;crater_malice_50327;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_C_1405_leg_C_task;TaskKillContribution;;0;6;;;0;0;false;true;;crater_feralhaven_50312;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_C_1406_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_C_1406_tasks_first_container;M_ReturnToGiver;;;
FM_C_1406_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_C_1406_leg_A_task;FM_C_1406_leg_B_task;FM_C_1406_leg_C_task;;
FM_C_1406_leg_A_task;TaskKillContribution;;0;6;;;0;0;false;true;;crater_feralhaven_50312;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_C_1406_leg_B_task;TaskKillContribution;;0;4;;;0;0;false;true;;crater_mysticfen_50317;;;true;false;;0;;;;;;;Beast;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_C_1406_leg_C_task;TaskKillContribution;;0;3;;;0;0;false;true;;crater_mysticbridge_50367;;;true;false;;0;;;;;;;Blighted;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
